FID,Join_Count,TARGET_FID,Id,Shape_Leng,Shape_Area,GeoID,FLD_AR_ID,FLD_ZONE,FLOODWAY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,BFE_REVERT,DEP_REVERT,SOURCE_CIT,flood_score
666,1,667,0,2721.46831,450465.1845,667,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
667,1,668,0,2721.468967,450465.4443,668,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
668,4,669,0,2721.46831,450465.1845,669,549,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
669,1,670,0,1001.991352,21374.65761,670,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
670,1,671,0,2721.46831,450465.1845,671,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
671,1,672,0,985.4846038,35662.17065,672,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
672,1,673,0,2721.468967,450465.3712,673,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
673,1,674,0,2721.46831,450465.1845,674,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
674,3,675,0,2721.46831,450465.1845,675,387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
675,1,676,0,2721.46831,450465.1845,676,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
676,1,677,0,2721.46831,450465.1845,677,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
677,2,678,0,2721.46831,450465.1845,678,444,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
678,1,679,0,2721.46831,450465.1845,679,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
679,1,680,0,2721.46831,450465.1845,680,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
680,1,681,0,2721.46831,450465.1845,681,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
681,1,682,0,2721.46831,450465.1845,682,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
682,3,683,0,2721.468967,450465.3712,683,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
683,1,684,0,2721.46831,450465.1845,684,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
684,1,685,0,2721.46831,450465.1845,685,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
685,3,686,0,2721.468967,450465.3712,686,424,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
686,1,687,0,2721.468967,450465.3712,687,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
687,4,688,0,2721.46831,450465.1845,688,398,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
688,1,689,0,2601.535003,425956.4346,689,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
689,1,690,0,2721.46831,450465.1845,690,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
690,1,691,0,2721.468967,450465.3712,691,701,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
691,1,692,0,2721.46831,450465.1845,692,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
692,1,693,0,2721.46831,450465.1845,693,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
693,1,694,0,2721.46831,450465.1845,694,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
694,1,695,0,2721.468967,450465.3712,695,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
695,1,696,0,2466.096019,218062.3394,696,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
696,1,697,0,2446.250475,338761.1174,697,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
697,2,698,0,2721.46831,450465.1845,698,542,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
698,1,699,0,2721.468967,450465.3712,699,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
699,1,700,0,2721.46831,450465.1845,700,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
700,1,701,0,2721.46831,450465.1845,701,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
701,1,702,0,2721.46831,450465.1845,702,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
702,2,703,0,2721.46831,450465.1845,703,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
703,2,704,0,2721.46831,450465.1845,704,438,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
704,4,705,0,2721.468967,450465.3712,705,420,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
705,1,706,0,2721.468967,450465.3712,706,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
706,4,707,0,2721.46831,450465.1845,707,335,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
707,3,708,0,2721.46831,450465.1845,708,381,AE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
708,1,709,0,2721.46831,450465.1845,709,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
709,1,710,0,2721.46831,450465.1845,710,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
710,1,711,0,2721.46831,450465.1845,711,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
711,2,712,0,1157.350519,53556.25619,712,317,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
712,1,713,0,2721.468967,450465.3712,713,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
713,1,714,0,2721.468967,450465.3712,714,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
714,3,715,0,2721.468966,450465.4443,715,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
715,1,716,0,2721.46831,450465.1845,716,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
716,3,717,0,2721.46831,450465.1845,717,447,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
717,1,718,0,2114.225663,129536.7965,718,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
718,3,719,0,2721.46831,450465.1845,719,410,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
719,1,720,0,2721.46831,450465.1845,720,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
720,1,721,0,1790.422254,113168.5717,721,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
721,1,722,0,2721.46831,450465.1845,722,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
722,3,723,0,2721.46831,450465.1845,723,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
723,5,724,0,2721.46831,450465.1845,724,453,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
724,2,725,0,2721.468967,450465.3712,725,533,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
725,1,726,0,2721.46831,450465.1845,726,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
726,1,727,0,2721.46831,450465.1845,727,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
727,1,728,0,2721.46831,450465.1845,728,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
728,4,729,0,2721.468967,450465.3712,729,419,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
729,1,730,0,2721.46831,450465.1845,730,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
730,4,731,0,2721.46831,450465.1845,731,494,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
731,1,732,0,2721.46831,450465.1845,732,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
732,1,733,0,2672.581477,446179.7577,733,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
733,3,734,0,2721.46831,450465.1845,734,404,AE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
734,1,735,0,2721.46831,450465.1845,735,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
735,1,736,0,2721.46831,450465.1845,736,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
736,3,737,0,2234.143997,274143.8663,737,317,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
737,1,738,0,2356.645426,188902.757,738,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
738,1,739,0,2721.46831,450465.1845,739,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
739,1,740,0,2721.46831,450465.1845,740,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
740,2,741,0,2721.469623,450465.631,741,387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
741,1,742,0,2245.186443,246811.0332,742,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
742,1,743,0,2721.468967,450465.3712,743,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
743,1,744,0,406.0516143,7043.063483,744,291,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
744,1,745,0,2721.468967,450465.3712,745,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
745,4,746,0,2721.46831,450465.1845,746,303,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
746,2,747,0,2660.044353,443794.7801,747,567,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
747,1,748,0,2721.46831,450465.1845,748,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
748,2,749,0,2721.46831,450465.1845,749,330,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
749,6,750,0,2721.46831,450465.1845,750,393,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
750,1,751,0,1342.916105,101318.7064,751,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
751,8,752,0,2721.46831,450465.1845,752,349,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
752,1,753,0,2425.678593,322879.4393,753,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
753,1,754,0,2721.46831,450465.1845,754,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
754,1,755,0,14.99104181,9.546585915,755,708,VE, ,T,17,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
755,4,756,0,2721.46831,450465.1845,756,362,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
756,1,757,0,2721.468967,450465.3712,757,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
757,1,758,0,2721.468967,450465.4443,758,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
758,1,759,0,2721.46831,450465.1845,759,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
759,1,760,0,2721.46831,450465.1845,760,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
760,3,761,0,2423.06622,321333.8905,761,291,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
761,3,762,0,2721.46831,450465.1845,762,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
762,1,763,0,2721.46831,450465.1845,763,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
763,1,764,0,2721.46831,450465.1845,764,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
764,2,765,0,2721.46831,450465.1845,765,427,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
765,1,766,0,132.5624293,350.1569232,766,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
766,1,767,0,2721.469623,450465.631,767,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
767,2,768,0,483.6701281,10048.22779,768,274,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
768,1,769,0,2682.803465,447711.4848,769,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
769,1,770,0,2490.672428,366848.2823,770,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
770,1,771,0,2721.46831,450465.1845,771,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
771,3,772,0,2721.46831,450465.1845,772,398,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
772,1,773,0,2721.46831,450465.1845,773,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
773,5,774,0,2565.795292,404373.103,774,333,AE, ,T,14,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
774,1,775,0,2784.208009,408477.0059,775,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
775,3,776,0,2721.46831,450465.1845,776,425,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
776,1,777,0,2721.46831,450465.1845,777,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
777,1,778,0,2721.46831,450465.1845,778,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
778,1,779,0,2721.46831,450465.1845,779,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
779,1,780,0,2721.46831,450465.1845,780,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
780,1,781,0,2721.468967,450465.3712,781,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
781,1,782,0,2721.468967,450465.3712,782,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
782,1,783,0,2721.46831,450465.1845,783,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
783,1,784,0,2721.46831,450465.1845,784,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
784,1,785,0,2721.468967,450465.3712,785,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
785,4,786,0,2721.468967,450465.3712,786,410,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
786,3,787,0,2721.46831,450465.1845,787,364,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
787,1,788,0,2721.46831,450465.1845,788,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
788,1,789,0,2568.000726,413266.9015,789,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
789,1,790,0,2332.635677,306061.3713,790,340,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
790,5,791,0,2643.457448,441044.1949,791,317,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
791,1,792,0,2721.46831,450465.1845,792,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
792,1,793,0,1294.973048,87398.55077,793,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
793,3,794,0,2721.46831,450465.1845,794,387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
794,1,795,0,2721.46831,450465.1845,795,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
795,1,796,0,2721.46831,450465.1845,796,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
796,6,797,0,2721.46831,450465.1845,797,439,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
797,3,798,0,2721.46831,450465.1845,798,330,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
798,3,799,0,2721.46831,450465.1845,799,394,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
799,1,800,0,2721.468967,450465.3712,800,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
800,4,801,0,2721.46831,450465.1845,801,320,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
801,4,802,0,2721.46831,450465.1845,802,317,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
802,1,803,0,2721.46831,450465.1845,803,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
803,1,804,0,264.1297411,2990.063349,804,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
804,1,805,0,2721.46831,450465.1845,805,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
805,6,806,0,2721.468967,450465.3712,806,340,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
806,3,807,0,2721.468967,450465.3712,807,412,VE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
807,1,808,0,2545.983866,395099.2299,808,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
808,1,809,0,2721.46831,450465.1845,809,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
809,1,810,0,2721.46831,450465.1845,810,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
810,4,811,0,2721.46831,450465.1845,811,549,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
811,1,812,0,2721.46831,450465.1845,812,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
812,1,813,0,2721.46831,450465.1845,813,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
813,1,814,0,2721.468967,450465.3712,814,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
814,3,815,0,2721.46831,450465.1845,815,381,AE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
815,1,816,0,2721.46831,450465.1845,816,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
816,1,817,0,2721.46831,450465.1845,817,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
817,2,818,0,1807.033286,179395.9137,818,506,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
818,1,819,0,2721.46831,450465.1845,819,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
819,1,820,0,2721.46831,450465.1845,820,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
820,1,821,0,2721.46831,450465.1845,821,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
821,4,822,0,2721.46831,450465.1845,822,393,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
822,1,823,0,2711.667172,450292.6566,823,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
823,3,824,0,2721.46831,450465.1845,824,421,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
824,1,825,0,2721.46831,450465.1845,825,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
825,1,826,0,2721.46831,450465.1845,826,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
826,2,827,0,2721.46831,450465.1845,827,330,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
827,2,828,0,2721.46831,450465.1845,828,330,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
828,2,829,0,2721.468967,450465.4443,829,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
829,1,830,0,2721.46831,450465.1845,830,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
830,3,831,0,2721.46831,450465.1845,831,477,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
831,1,832,0,2721.46831,450465.1845,832,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
832,1,833,0,1476.989386,84861.86907,833,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
833,1,834,0,2721.46831,450465.1845,834,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
834,3,835,0,2721.46831,450465.1845,835,285,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
835,2,836,0,598.1381255,11677.66919,836,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
