grid_id,imp_percent,imp_score,flood_score,greenscore,greenview,treeestima,stormwater_managed,overall_score
1,43.00793632,4,0,5,33.04925481,305,231800,3
2,54.20534991,3,1,2,1.551666667,9,6840,2
3,54.06893778,3,1,0,0,0,0,1
4,79.20314775,2,1,4,15.68528562,403,306280,2
5,94.98525888,0,1,4,16.28162698,281,213560,2
6,93.08160274,0,1,2,9.408337862,222,168720,1
7,82.45613198,0,0,0,0,0,0,0
8,52.80578858,3,3,4,13.82583333,146,110960,3
9,,0,5,0,0,0,0,2
10,86.89702166,0,0,0,0,0,0,0
11,,0,4,0,0,0,0,1
12,89.48522369,0,3,2,9.310145089,252,191520,2
13,94.69985233,0,3,2,7.973388158,288,218880,2
14,99.87399737,0,0,0,0,0,0,0
15,30.86054399,4,0,2,4.401164216,84,63840,2
16,87.39234064,0,3,4,13.77882543,362,275120,2
17,78.95122817,2,3,5,21.29761054,810,615600,3
18,,0,0,0,0,0,0,0
19,79.64485372,2,3,4,16.606625,1117,848920,3
20,80.81944254,0,3,4,15.43275463,228,173280,2
21,87.65063636,0,1,3,12.52330309,350,266000,1
22,86.96169393,0,1,5,32.03648438,267,202920,2
23,98.8986995,0,0,0,0,0,0,0
24,91.15400566,0,3,4,16.3329349,531,403560,2
25,37.73465559,4,0,5,46.48699577,2051,1558760,3
26,89.9337695,0,1,4,17.44099206,300,228000,2
27,82.74187196,0,3,4,16.85901042,442,335920,2
28,83.71106906,0,0,5,27.09334201,240,182400,2
29,92.6569651,0,3,5,21.66527778,397,301720,3
30,68.8286068,2,0,0,0,0,0,1
31,93.52407132,0,3,2,6.289551841,239,181640,2
32,82.88380802,0,1,2,6.590674079,659,500840,1
33,79.83989197,2,1,5,38.54213983,1468,1115680,3
34,90.52442706,0,0,5,21.76385417,227,172520,2
35,94.40644645,0,3,3,11.77114149,501,380760,2
36,89.19212212,0,3,3,11.58377083,417,316920,2
37,80.71133417,0,0,4,14.6102039,586,445360,1
38,93.67190607,0,3,2,9.5371875,501,380760,2
39,88.3529701,0,3,4,14.2957148,348,264480,2
40,83.72624926,0,3,4,16.42301404,594,451440,2
41,96.48538206,0,3,4,13.39933424,546,414960,2
42,21.1889905,5,0,2,9.367157738,243,184680,2
43,64.18388438,3,1,2,9.713589015,234,177840,2
44,89.40845207,0,3,3,11.36942255,501,380760,2
45,96.34844588,0,1,4,16.44392992,138,104880,2
46,68.20575867,2,1,5,25.75072917,89,67640,3
47,79.03637147,2,3,4,14.61069892,386,293360,3
48,99.47187501,0,3,2,7.196009339,222,168720,2
49,89.10328869,0,1,2,3.51125,177,134520,1
50,92.19468379,0,3,3,9.827087418,459,348840,2
51,,0,5,0,0,0,0,2
52,69.58134653,2,3,5,26.0714625,484,367840,3
53,5.286219066,5,0,0,0,0,0,2
54,79.69226654,2,1,3,12.01973524,276,209760,2
55,78.76959249,2,0,0,0,0,0,1
56,49.44736899,4,0,0,0,0,0,1
57,90.58663608,0,0,5,19.41099583,385,292600,2
58,75.70137673,2,0,5,34.09711806,137,104120,2
59,95.80007482,0,3,2,8.720697338,315,239400,2
60,84.58440891,0,3,4,14.77672743,304,231040,2
61,88.82947196,0,3,4,17.92171569,248,188480,2
62,,0,5,0,0,0,0,2
63,67.89556285,2,0,2,8.3371875,30,22800,1
64,78.41862987,2,0,5,22.40434351,723,549480,2
65,78.61569903,2,0,0,0,0,0,1
66,,0,0,0,0,0,0,0
67,22.5942371,5,0,4,14.834375,84,63840,3
68,88.57199582,0,3,3,10.15102708,459,348840,2
69,92.08899858,0,3,2,7.382964015,78,59280,2
70,93.11488421,0,3,2,6.122021684,282,214320,2
71,81.12602916,0,3,4,16.36045406,504,383040,2
72,81.95934138,0,3,3,11.15558256,285,216600,2
73,41.57256746,4,0,5,18.43958946,236,179360,3
74,7.671556851,5,0,0,0,0,0,2
75,63.42208303,3,1,5,18.43267113,201,152760,3
76,,0,4,0,0,0,0,1
77,90.16741563,0,1,4,14.69499256,356,270560,2
78,4.256171756,5,1,5,23.79419271,69,52440,4
79,93.59668049,0,3,3,12.73445366,518,393680,2
80,99.13182878,0,0,3,11.505625,18,13680,1
81,86.65472728,0,3,2,9.35739805,408,310080,2
82,43.31741347,4,0,0,0,0,0,1
83,83.83456095,0,0,2,8.399261006,434,329840,1
84,55.70561851,3,3,4,16.6612125,331,251560,3
85,,0,0,0,0,0,0,0
86,,0,0,0,0,0,0,0
87,,0,4,0,0,0,0,1
88,56.24785812,3,0,0,0,0,0,1
89,90.93547158,0,0,5,25.56592803,835,634600,2
90,60.0830456,3,3,0,0,0,0,2
91,84.81289682,0,3,5,19.12016435,663,503880,3
92,86.56586981,0,3,5,19.43275849,421,319960,3
93,89.34796782,0,3,4,14.26395127,712,541120,2
94,90.56494295,0,3,2,7.044284188,282,214320,2
95,54.86965591,3,0,4,14.54654018,168,127680,2
96,94.64949415,0,0,4,13.78378968,252,191520,1
97,76.7785844,2,3,3,10.54666667,500,380000,3
98,96.02353048,0,0,5,19.8445,222,168720,2
99,100,0,0,0,0,0,0,0
100,,0,0,0,0,0,0,0
101,79.02262854,2,3,4,16.44699013,255,193800,3
102,63.93555901,3,0,2,7.092048611,24,18240,2
103,17.28554757,5,0,0,0,0,0,2
104,92.40456759,0,1,4,13.83646267,286,217360,2
105,92.50411836,0,1,3,11.25096065,96,72960,1
106,88.26171172,0,1,2,7.796008065,258,196080,1
107,76.10892724,2,1,5,22.55413043,376,285760,3
108,83.01197863,0,0,4,14.60082237,228,173280,1
109,36.64851089,4,0,0,0,0,0,1
110,61.58083736,3,0,3,10.57099702,339,257640,2
111,68.52402142,2,0,0,0,0,0,1
112,38.01392163,4,0,3,11.05508152,962,731120,2
113,73.14891691,2,0,0,0,0,0,1
114,7.850938558,5,0,5,31.86102679,160,121600,3
115,37.63877776,4,1,4,15.23389583,195,148200,3
116,94.53755883,0,3,2,6.428581178,186,141360,2
117,78.17128684,2,3,5,21.53072917,50,38000,3
118,99.63061365,0,0,0,0,0,0,0
119,86.31797964,0,3,4,16.38886048,426,323760,2
120,,0,4,0,0,0,0,1
121,96.98866792,0,1,2,7.817663043,171,129960,1
122,75.35323814,2,0,0,0,0,0,1
123,99.82168436,0,0,2,9.601354167,123,93480,1
124,50.71813815,3,0,2,1.137673611,9,6840,2
125,89.35910897,0,1,2,9.734013672,216,164160,1
126,42.95687836,4,0,0,0,0,0,1
127,50.99677974,3,0,4,16.23843119,420,319200,2
128,89.55705947,0,3,5,18.22150253,460,349600,3
129,75.92894236,2,0,5,21.19504808,402,305520,2
130,94.31098542,0,3,3,10.5375506,366,278160,2
131,93.55882943,0,3,2,9.35390129,358,272080,2
132,94.47537625,0,1,4,17.22876823,526,399760,2
133,72.76804581,2,0,5,41.22603693,597,453720,2
134,82.2739359,0,0,2,8.388148968,899,683240,1
135,83.47737466,0,3,5,18.27332849,616,468160,3
136,89.43293967,0,3,2,7.602847222,234,177840,2
137,95.98539742,0,3,4,14.2238432,222,168720,2
138,84.05216219,0,1,3,10.57747396,48,36480,1
139,91.14993191,0,3,3,9.815322581,300,228000,2
140,50.52735599,3,0,0,0,0,0,1
141,7.150703848,5,3,0,0,0,0,3
142,91.62243139,0,3,4,15.20476403,613,465880,2
143,71.52542203,2,1,3,12.39540417,1088,826880,2
144,85.85129763,0,3,4,14.72906492,537,408120,2
145,78.89217852,2,3,5,21.47434986,466,354160,3
146,37.9687452,4,1,2,1.941428571,9,6840,2
147,92.82303843,0,3,4,16.51968557,743,564680,2
148,83.42323274,0,3,4,17.53351449,322,244720,2
149,93.68913459,0,3,4,14.70090417,300,228000,2
150,100,0,0,0,0,0,0,0
151,63.74422212,3,0,5,25.16805208,546,414960,3
152,99.26894505,0,0,0,0,0,0,0
153,90.84450348,0,3,4,14.56334459,443,336680,2
154,88.65774062,0,3,3,13.10114583,213,161880,2
155,66.53841721,2,3,4,17.34359555,418,317680,3
156,88.84548907,0,3,4,15.46436384,345,262200,2
157,95.22918457,0,3,3,13.37508605,276,209760,2
158,92.76194539,0,3,4,13.78095703,348,264480,2
159,78.10947656,2,3,5,52.85545139,105,79800,3
160,,0,4,0,0,0,0,1
161,3.257529175,5,1,0,0,0,0,2
162,94.21542237,0,3,4,13.52505859,351,266760,2
163,97.05956422,0,1,3,11.51199346,533,405080,1
164,0.083010197,5,0,0,0,0,0,2
165,89.92534528,0,3,4,15.17469766,528,401280,2
166,93.53224036,0,3,3,13.3634592,282,214320,2
167,83.62756707,0,3,3,12.9433027,945,718200,2
168,90.16100042,0,3,4,13.72943229,231,175560,2
169,90.00780811,0,3,2,7.775154842,288,218880,2
170,91.23056731,0,3,3,11.32599306,315,239400,2
171,92.16999871,0,0,4,13.87264191,837,636120,1
172,99.46917292,0,0,5,20.063125,15,11400,2
173,62.5475882,3,1,0,0,0,0,1
174,93.98381219,0,1,5,26.03791413,771,585960,2
175,35.98930094,4,0,0,0,0,0,1
176,50.26083864,3,3,4,14.92924831,483,367080,3
177,79.65707397,2,1,5,24.59453125,514,390640,3
178,,0,4,0,0,0,0,1
179,91.99306917,0,3,3,11.96052928,393,298680,2
180,,0,4,0,0,0,0,1
181,42.61771815,4,0,0,0,0,0,1
182,36.3059885,4,0,0,0,0,0,1
183,,0,4,0,0,0,0,1
184,,0,0,0,0,0,0,0
185,86.18209954,0,1,4,14.51092188,514,390640,2
186,42.41797459,4,1,5,19.7646875,15,11400,3
187,87.04905092,0,3,2,8.237555339,265,201400,2
188,90.44868348,0,3,4,17.83016204,253,192280,2
189,85.14101474,0,3,3,11.71121875,331,251560,2
190,9.154250732,5,1,0,0,0,0,2
191,92.48677979,0,3,3,10.65269133,469,356440,2
192,,0,0,0,0,0,0,0
193,49.48008,4,0,3,11.85941406,96,72960,2
194,99.7218023,0,3,2,5.7403125,6,4560,2
195,93.30904554,0,3,3,10.87145573,423,321480,2
196,88.90817219,0,0,0,0,0,0,0
197,93.45500831,0,3,2,9.442214209,354,269040,2
198,3.606506543,5,0,2,7.738645833,6,4560,2
199,37.75250567,4,0,5,25.12461806,272,206720,3
200,73.80300009,2,1,4,14.02369167,297,225720,2
201,91.95401352,0,0,4,16.97922429,617,468920,1
202,,0,5,0,0,0,0,2
203,73.74412456,2,3,5,21.43466346,214,162640,3
204,65.23839218,2,3,4,17.75633102,120,91200,3
205,92.90437494,0,3,2,8.440049603,189,143640,2
206,68.39233851,2,1,5,38.98291667,155,117800,3
207,93.05666943,0,0,4,14.79729167,278,211280,1
208,86.74898854,0,3,4,15.4965625,427,324520,2
209,73.17412269,2,1,5,27.72413889,1176,893760,3
210,92.6979743,0,1,3,12.73801312,320,243200,1
211,58.82814937,3,1,2,4.789270833,6,4560,2
212,92.58136007,0,3,5,23.13132813,342,259920,3
213,95.78744925,0,3,3,11.7443076,377,286520,2
214,97.68422999,0,1,2,6.660759615,423,321480,1
215,99.79930546,0,1,0,0,0,0,0
216,46.72229063,4,0,2,6.972291667,174,132240,2
217,47.33433628,4,3,4,14.82921875,177,134520,4
218,100,0,0,0,0,0,0,0
219,,0,4,0,0,0,0,1
220,77.33322405,2,1,4,16.12844329,715,543400,2
221,20.50806938,5,0,0,0,0,0,2
222,46.83720024,4,0,0,0,0,0,1
223,93.29547998,0,0,3,10.40343297,234,177840,1
224,91.23905887,0,3,4,14.58773849,464,352640,2
225,81.27361294,0,1,2,8.622113971,135,102600,1
226,44.21921654,4,3,4,15.69672454,128,97280,4
227,93.29330653,0,0,0,0,0,0,0
228,16.17443919,5,0,0,0,0,0,2
229,74.75588432,2,1,5,21.57447338,888,674880,3
230,73.77633112,2,0,4,14.03797101,282,214320,2
231,27.60642597,5,3,5,19.3004078,674,512240,4
232,92.61115162,0,3,3,11.98185764,456,346560,2
233,42.03063422,4,3,4,16.85910417,283,215080,4
234,12.33494338,5,0,0,0,0,0,2
235,92.63213035,0,1,3,13.01592093,509,386840,1
236,73.5529144,2,3,3,11.70193975,417,316920,3
237,18.15041079,5,3,0,0,0,0,3
238,40.69608777,4,0,0,0,0,0,1
239,,0,5,0,0,0,0,2
240,85.51179171,0,3,4,16.46488715,307,233320,2
241,87.51530964,0,3,4,13.95391006,515,391400,2
242,98.6913477,0,0,2,6.117976409,405,307800,1
243,64.20754635,3,1,5,32.81952257,257,195320,3
244,92.79955772,0,0,5,23.20539141,571,433960,2
245,21.62798273,5,0,2,8.674847756,120,91200,2
246,88.66690105,0,1,5,19.73938881,1248,948480,2
247,54.59929617,3,3,0,0,0,0,2
248,85.48977443,0,3,3,10.28536458,500,380000,2
249,71.21004069,2,3,5,40.77981571,1033,785080,3
250,88.39328383,0,3,3,10.88854388,500,380000,2
251,48.5108076,4,0,2,5.119879808,72,54720,2
252,30.48041384,4,0,2,1.641992188,6,4560,2
253,84.26341241,0,0,4,17.00514719,634,481840,1
254,,0,5,0,0,0,0,2
255,62.64325729,3,3,5,24.80559896,70,53200,4
256,96.93752197,0,3,2,5.08594401,174,132240,2
257,93.01431731,0,0,3,11.61153509,399,303240,1
258,84.43438523,0,3,5,20.56493129,732,556320,3
259,91.0115119,0,3,4,17.6535506,1005,763800,2
260,99.77421915,0,0,0,0,0,0,0
261,86.81239716,0,3,3,11.95625,319,242440,2
262,70.64917949,2,0,4,16.85809812,434,329840,2
263,66.08576458,2,0,0,0,0,0,1
264,7.174315213,5,3,0,0,0,0,3
265,59.71940679,3,3,3,10.55166667,12,9120,3
266,27.20121768,5,0,0,0,0,0,2
267,95.50223075,0,3,2,8.582405754,339,257640,2
268,91.63934474,0,1,0,0,0,0,0
269,,0,5,0,0,0,0,2
270,17.108226,5,0,0,0,0,0,2
271,86.39520666,0,3,5,23.64161685,401,304760,3
272,32.03887099,4,0,5,26.13510417,20,15200,3
273,82.98626162,0,3,3,10.52238889,294,223440,2
274,,0,0,0,0,0,0,0
275,86.45577763,0,0,5,19.81466009,284,215840,2
276,78.00311693,2,1,4,15.36319853,425,323000,2
277,89.81376723,0,3,4,13.89744932,443,336680,2
278,85.6003289,0,3,4,16.51431548,589,447640,2
279,,0,4,0,0,0,0,1
280,,0,4,0,0,0,0,1
281,,0,4,0,0,0,0,1
282,94.62180107,0,0,4,14.11957955,671,509960,1
283,91.20104538,0,0,3,10.46657534,714,542640,1
284,33.84750768,4,1,2,6.467083333,6,4560,2
285,86.16681585,0,3,3,12.05276786,153,116280,2
286,75.75736856,2,0,4,15.1285535,537,408120,2
287,92.4123221,0,3,4,14.66661348,597,453720,2
288,84.50946296,0,1,5,20.1953105,817,620920,2
289,87.47074625,0,3,4,15.75452976,455,345800,2
290,81.53716081,0,3,2,6.850052083,81,61560,2
291,92.91988801,0,3,2,9.489424819,206,156560,2
292,95.21006247,0,3,2,9.468645833,479,364040,2
293,32.88897663,4,1,0,0,0,0,2
294,98.84952126,0,3,2,5.466321023,246,186960,2
295,37.34859859,4,0,5,44.4043316,364,276640,3
296,1.572238886,5,0,0,0,0,0,2
297,82.30433054,0,0,2,7.595400641,303,230280,1
298,92.61040931,0,3,3,12.67916266,295,224200,2
299,87.54112074,0,3,3,9.982206197,746,566960,2
300,40.60169089,4,0,5,45.00564583,465,353400,3
301,89.33228879,0,0,3,12.22375,72,54720,1
302,96.87461197,0,1,2,4.651891718,357,271320,1
303,98.19325489,0,0,0,0,0,0,0
304,78.6516727,2,1,5,21.78666393,623,473480,3
305,95.82405242,0,0,2,7.930560417,381,289560,1
306,92.91408378,0,3,3,12.11987202,384,291840,2
307,82.38799587,0,3,3,10.46494792,275,209000,2
308,95.02564714,0,1,4,15.89140625,78,59280,2
309,59.64777033,3,1,5,18.05520833,15,11400,3
310,95.62963654,0,3,2,6.698883102,230,174800,2
311,87.31363908,0,3,3,11.31636048,324,246240,2
312,28.45377143,5,1,5,24.68809896,583,443080,4
313,98.68326374,0,1,4,14.56538333,314,238640,2
314,90.40067467,0,3,3,12.07942345,451,342760,2
315,87.86906921,0,3,4,14.69510417,311,236360,2
316,95.96107563,0,0,2,9.099434896,354,269040,1
317,99.15084044,0,0,5,31.08364583,24,18240,2
318,74.32827672,2,3,0,0,0,0,2
319,81.45413028,0,1,5,25.49262751,1070,813200,2
320,59.45644996,3,3,0,0,0,0,2
321,89.68622019,0,3,5,21.4510617,856,650560,3
322,8.631267909,5,1,0,0,0,0,2
323,,0,0,0,0,0,0,0
324,38.69792577,4,0,5,35.74902778,75,57000,3
325,84.48285854,0,0,4,16.30516146,264,200640,1
326,73.03711471,2,1,4,16.14293478,588,446880,2
327,67.26907003,2,3,5,28.04465672,887,674120,3
328,,0,4,0,0,0,0,1
329,88.32952331,0,3,4,16.69877976,275,209000,2
330,79.82352475,2,0,0,0,0,0,1
331,46.59483237,4,3,0,0,0,0,2
332,94.4848654,0,3,2,6.291180556,138,104880,2
333,85.47972576,0,3,3,10.89338768,465,353400,2
334,90.09528048,0,3,4,17.87959583,354,269040,2
335,67.24794439,2,1,5,18.87743175,420,319200,3
336,52.3965787,3,1,5,22.48231707,671,509960,3
337,92.51089005,0,3,2,6.925200521,270,205200,2
338,,0,4,0,0,0,0,1
339,100,0,1,3,13.1963432,215,163400,1
340,82.76914851,0,3,4,15.7857197,289,219640,2
341,20.06425401,5,5,2,7.876190476,66,50160,4
342,92.86743701,0,3,5,19.81759154,506,384560,3
343,88.84353072,0,3,3,12.53704545,368,279680,2
344,82.41877738,0,3,4,17.89959787,609,462840,2
345,88.21211075,0,3,3,13.10545928,251,190760,2
346,99.8836201,0,0,0,0,0,0,0
347,,0,4,0,0,0,0,1
348,14.5323697,5,3,2,2.285719246,36,27360,3
349,90.74837753,0,3,3,12.21000744,291,221160,2
350,9.658352932,5,5,0,0,0,0,3
351,99.90047239,0,3,0,0,0,0,1
352,,0,0,0,0,0,0,0
353,96.78995508,0,0,2,9.355546035,507,385320,1
354,91.40051715,0,3,3,13.23281609,323,245480,2
355,82.71802039,0,3,5,23.44896322,1111,844360,3
356,90.24688165,0,3,5,18.440325,347,263720,3
357,86.09626896,0,3,3,12.08573925,331,251560,2
358,81.26385142,0,3,5,24.08148065,731,555560,3
359,,0,4,0,0,0,0,1
360,94.92019173,0,1,2,5.081278935,347,263720,1
361,96.75686762,0,1,5,20.24343006,225,171000,2
362,39.72591093,4,3,5,21.95867788,411,312360,4
363,93.63691481,0,1,2,9.551401721,439,333640,1
364,95.63761904,0,3,3,9.964475806,306,232560,2
365,87.75613722,0,0,0,0,0,0,0
366,93.06437165,0,3,2,7.100288978,222,168720,2
367,86.26793011,0,1,3,10.94629123,456,346560,1
368,87.92166565,0,1,3,13.19010417,234,177840,1
369,99.1912809,0,0,0,0,0,0,0
370,3.496831875,5,0,0,0,0,0,2
371,92.66011426,0,3,3,12.38262153,259,196840,2
372,94.99003142,0,0,3,11.22897263,528,401280,1
373,90.99327403,0,3,2,7.686450472,408,310080,2
374,9.299788182,5,0,5,31.213125,160,121600,3
375,22.27843675,5,3,2,8.052266204,348,264480,3
376,32.47472811,4,0,3,12.46571429,75,57000,2
377,87.31459497,0,3,2,4.493051802,150,114000,2
378,92.16046608,0,3,2,9.607923851,267,202920,2
379,93.61930377,0,3,3,10.13650752,348,264480,2
380,65.42126903,2,0,2,9.315022321,258,196080,1
381,85.85479059,0,3,3,12.01121528,66,50160,2
382,71.28380764,2,3,4,15.31514727,377,286520,3
383,91.2901587,0,3,3,11.13295139,386,293360,2
384,56.3149196,3,0,5,23.47345833,425,323000,3
385,93.60245196,0,3,2,6.881214431,261,198360,2
386,97.33042582,0,3,2,7.60220688,321,243960,2
387,92.93302782,0,3,3,10.747125,99,75240,2
388,93.44914467,0,1,4,15.80938387,638,484880,2
389,92.36170913,0,3,2,6.2014625,171,129960,2
390,95.5063605,0,1,2,9.642103545,606,460560,1
391,94.47752744,0,3,4,13.50159641,507,385320,2
392,82.97242357,0,3,4,14.48336111,531,403560,2
393,62.37350303,3,0,5,22.80690058,987,750120,3
394,,0,0,0,0,0,0,0
395,95.80360414,0,3,3,11.54728487,490,372400,2
396,57.19776146,3,0,0,0,0,0,1
397,34.04660498,4,0,4,14.49914773,540,410400,3
398,93.91096755,0,3,4,15.99529514,391,297160,2
399,93.99879964,0,0,0,0,0,0,0
400,73.24735706,2,0,5,19.20695023,249,189240,2
401,96.15049305,0,3,2,9.62166266,225,171000,2
402,93.68843605,0,1,5,18.31260417,648,492480,2
403,87.71063598,0,3,4,16.10076389,478,363280,2
404,86.71148533,0,0,0,0,0,0,0
405,,0,4,0,0,0,0,1
406,97.62782255,0,3,0,0,0,0,1
407,60.3763886,3,3,5,24.49330247,495,376200,4
408,2.505332325,5,0,0,0,0,0,2
409,72.44800416,2,3,4,16.73916667,93,70680,3
410,0.190063685,5,4,0,0,0,0,3
411,0.365368662,5,3,0,0,0,0,3
412,16.34527823,5,0,3,10.96772619,369,280440,3
413,93.03155896,0,3,3,12.34581207,542,411920,2
414,90.1451577,0,3,3,12.14878401,531,403560,2
415,93.38640021,0,1,2,5.028476563,81,61560,1
416,25.46060565,5,0,5,33.07954861,139,105640,3
417,73.07076122,2,3,5,36.06127264,577,438520,3
418,,0,5,0,0,0,0,2
419,13.52914939,5,3,0,0,0,0,3
420,78.83833894,2,1,4,13.39979167,482,366320,2
421,78.36691254,2,3,4,14.63604798,391,297160,3
422,91.31674838,0,0,4,15.30840278,138,104880,1
423,0.811330423,5,3,0,0,0,0,3
424,9.544906957,5,0,0,0,0,0,2
